Date,Name,Year,Letterboxd URI,Rating
2024-01-14,City Lights,1931,https://boxd.it/29ki,5
2024-01-16,The Hitcher,1986,https://boxd.it/1Yq0,5
2024-01-17,In the Cut,2003,https://boxd.it/1V12,5
2024-01-20,Blast of Silence,1961,https://boxd.it/1hVO,5
2024-01-23,The Last House on the Left,1972,https://boxd.it/1M4m,5
2024-01-25,Support the Girls,2018,https://boxd.it/ghHs,5
2024-01-26,Marathon Man,1976,https://boxd.it/1W4c,5
2024-01-28,Nixon,1995,https://boxd.it/1Vds,5
2024-02-01,Sully,2016,https://boxd.it/cD8Q,5
2024-02-02,Prince of Darkness,1987,https://boxd.it/1ZKq,5
2024-02-02,For a Few Dollars More,1965,https://boxd.it/29eu,5
2024-02-03,Paths of Glory,1957,https://boxd.it/29b6,5
2024-02-04,Targets,1968,https://boxd.it/1Fbq,5
2024-02-05,McCabe & Mrs. Miller,1971,https://boxd.it/1ooC,5
2024-02-06,Seven Beauties,1975,https://boxd.it/185a,5
2024-02-09,The Lost Weekend,1945,https://boxd.it/1pgE,5
2024-02-10,Cape Fear,1962,https://boxd.it/1U4a,5
2024-02-11,Marnie,1964,https://boxd.it/2afe,5
2024-02-12,Go,1999,https://boxd.it/1YHA,5
2024-02-12,Crash,1996,https://boxd.it/29n2,5
2024-02-13,The Mule,2018,https://boxd.it/idcY,5
2024-02-14,Sudden Impact,1983,https://boxd.it/1VJe,5
2024-02-15,High Plains Drifter,1973,https://boxd.it/1SOK,5
2024-02-16,Escape from Alcatraz,1979,https://boxd.it/1Vwk,5
2024-02-17,Madame Web,2024,https://boxd.it/nwD0,5
2024-02-18,Mirror,1975,https://boxd.it/28Q8,5
2024-02-18,Broadway Danny Rose,1984,https://boxd.it/1Rie,5
2024-02-18,Another Woman,1988,https://boxd.it/1Aw4,5
2024-02-19,Vicky Cristina Barcelona,2008,https://boxd.it/23rW,5
2024-02-19,Blue Jasmine,2013,https://boxd.it/50MI,5
2024-02-20,Manhattan Murder Mystery,1993,https://boxd.it/1Wg8,5
2024-02-21,Love and Death,1975,https://boxd.it/1TeS,5
2024-02-21,Radio Days,1987,https://boxd.it/1kms,5
2024-02-23,Eyes Wide Shut,1999,https://boxd.it/2axs,5
2024-02-24,The Fortune Cookie,1966,https://boxd.it/27W0,5
2024-02-25,Ace in the Hole,1951,https://boxd.it/1vXk,5
2024-02-25,Blue Velvet,1986,https://boxd.it/29BI,5
2024-02-26,Mulholland Drive,2001,https://boxd.it/297o,5
2024-02-26,Alien,1979,https://boxd.it/2awY,5
2024-02-29,Eraserhead,1977,https://boxd.it/299u,5
2024-03-03,Avatar,2009,https://boxd.it/1Efm,5
2024-03-07,The Devils,1971,https://boxd.it/1inI,5
2024-03-09,A Woman Under the Influence,1974,https://boxd.it/1myg,5
2024-03-10,The Intruder,1962,https://boxd.it/2MqE,5
2024-03-10,The Swimmer,1968,https://boxd.it/1ffG,5
2024-03-11,Band of Outsiders,1964,https://boxd.it/20Aw,5
2024-03-12,Masculin Féminin,1966,https://boxd.it/23UY,5
2024-03-15,A Mighty Wind,2003,https://boxd.it/1Qke,5
2024-03-16,A Woman Is a Woman,1961,https://boxd.it/1iUC,5
2024-03-17,Vivre Sa Vie,1962,https://boxd.it/28s6,5
2024-03-18,Lawrence of Arabia,1962,https://boxd.it/2wRE,5
2024-03-21,The Bellboy,1960,https://boxd.it/1LwE,5
2024-04-12,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/1GRM,5
2024-04-13,Prescription: Murder,1968,https://boxd.it/ipEU,5
2024-04-15,The Deer Hunter,1978,https://boxd.it/1T6O,5
2024-04-16,In a Lonely Place,1950,https://boxd.it/1JgO,5
2024-04-24,Face/Off,1997,https://boxd.it/29I0,5
2024-04-25,Branded to Kill,1967,https://boxd.it/1HSQ,5
2024-04-27,Speed Racer,2008,https://boxd.it/20UQ,5
2024-04-28,The Last Seduction,1994,https://boxd.it/1w4g,5
2024-04-30,Scoop,2006,https://boxd.it/2aeg,5
2024-05-02,We Own the Night,2007,https://boxd.it/27F4,5
2024-05-05,Cassandra's Dream,2007,https://boxd.it/23PY,5
2024-05-06,Challengers,2024,https://boxd.it/zld0,5
2024-05-07,Carol,2015,https://boxd.it/7DPK,5
2024-05-09,The Unbelievable Truth,1989,https://boxd.it/15LC,5
2024-05-10,Gattaca,1997,https://boxd.it/29Du,5
2024-05-12,Pump Up the Volume,1990,https://boxd.it/20aI,5
2024-05-13,Bitter Moon,1992,https://boxd.it/1W76,5
2024-05-13,I Saw the TV Glow,2024,https://boxd.it/woVe,5
2024-05-14,Artists and Models,1955,https://boxd.it/UN8,5
2024-05-15,Fay Grim,2006,https://boxd.it/1y64,5
2024-05-16,Miracle Mile,1988,https://boxd.it/1x68,5
2024-05-21,The Anniversary Party,2001,https://boxd.it/1tPo,5
2024-05-22,The Docks of New York,1928,https://boxd.it/29mS,5
2024-05-23,Monster,2003,https://boxd.it/2afy,5
2024-05-24,Made in U.S.A,1966,https://boxd.it/1nDw,5
2024-05-25,Furiosa: A Mad Max Saga,2024,https://boxd.it/tABk,5
2024-05-31,What a Way to Go!,1964,https://boxd.it/1z3K,5
2024-06-01,Mighty Aphrodite,1995,https://boxd.it/1TPu,5
2024-06-02,Everyone Says I Love You,1996,https://boxd.it/1XYK,5
2024-06-05,Sleeper,1973,https://boxd.it/1Tye,5
2024-06-07,He Got Game,1998,https://boxd.it/1YBs,5
2024-06-09,Holy Smoke,1999,https://boxd.it/1Pq6,5
2024-06-10,Amateur,1994,https://boxd.it/1lQ4,5
2024-06-11,The Beast,2023,https://boxd.it/yqmk,5
2024-06-14,Spectre,2015,https://boxd.it/6bXY,5
2024-06-15,Peeping Tom,1960,https://boxd.it/1Utk,5
2024-06-17,Spring Breakers,2012,https://boxd.it/421s,5
2024-06-18,Red Eye,2005,https://boxd.it/1TNy,5
2024-06-20,Polyester,1981,https://boxd.it/1Oq0,5
2024-06-20,Special Effects,1984,https://boxd.it/3nBY,5
2024-06-20,Before the Devil Knows You're Dead,2007,https://boxd.it/20Jy,5
2024-06-20,The Social Network,2010,https://boxd.it/17ue,5
2024-06-23,Carnage,2011,https://boxd.it/2peU,5
2024-06-23,Irrational Man,2015,https://boxd.it/8JOq,5
2024-06-24,La Collectionneuse,1967,https://boxd.it/23Ls,5
2024-06-25,The Girl with the Dragon Tattoo,2011,https://boxd.it/2Pa,5
2024-06-27,My Blueberry Nights,2007,https://boxd.it/27H0,5
2024-06-28,Birth,2004,https://boxd.it/1VvQ,5
2024-06-29,Godzilla Minus One,2023,https://boxd.it/zu4c,5
2024-06-30,Ned Rifle,2014,https://boxd.it/8Lea,5
2024-06-30,Run Lola Run,1998,https://boxd.it/2b8o,5
2024-06-30,Drop Dead Gorgeous,1999,https://boxd.it/1W8e,5
2024-07-01,Velvet Goldmine,1998,https://boxd.it/2878,5
2024-07-02,Daisies,1966,https://boxd.it/LZk,5
2024-07-03,Exotica,1994,https://boxd.it/1DXW,5
2024-07-15,A Summer's Tale,1996,https://boxd.it/183e,5
2024-07-17,State and Main,2000,https://boxd.it/1BcY,5
2024-07-19,Can't Hardly Wait,1998,https://boxd.it/1MWI,5
2024-07-21,The Killer,2023,https://boxd.it/u6WE,5
2024-07-22,Song to Song,2017,https://boxd.it/aR5C,5
2024-07-23,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,https://boxd.it/1VQa,5
2024-07-23,Blankman,1994,https://boxd.it/1D4W,5
2024-07-24,The Game,1997,https://boxd.it/26vC,5
2024-07-25,Panic Room,2002,https://boxd.it/2490,5
2024-07-26,Seven Samurai,1954,https://boxd.it/2axi,5
2024-07-30,Changeling,2008,https://boxd.it/25aS,5
2024-07-31,True Crime,1999,https://boxd.it/1Wtm,5
2024-08-02,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO,5
2024-08-04,Naked Lunch,1991,https://boxd.it/26ow,5
2024-08-05,The Godfather,1972,https://boxd.it/2aNK,5
2024-08-08,The Brood,1979,https://boxd.it/1ovS,5
2024-08-09,eXistenZ,1999,https://boxd.it/27Ni,5
2024-08-10,The Ghost Writer,2010,https://boxd.it/1TQW,5
2024-08-11,The Dead Zone,1983,https://boxd.it/1U6g,5
2024-08-12,The Wizard of Oz,1939,https://boxd.it/29Xu,5
2024-08-13,Raging Bull,1980,https://boxd.it/28yI,5
2024-08-15,The Untouchables,1987,https://boxd.it/2b6i,5
2024-08-16,The Dreamers,2003,https://boxd.it/28X4,5
2024-08-17,Inland Empire,2006,https://boxd.it/28d6,5
2024-08-19,Rabid,1977,https://boxd.it/1nuk,5
2024-08-19,Boys on the Side,1995,https://boxd.it/1YPa,5
2024-08-20,Alphaville,1965,https://boxd.it/20AG,5
2024-08-21,Purple Noon,1960,https://boxd.it/1WrU,5
2024-08-23,The Little Soldier,1963,https://boxd.it/CRm,5
2024-08-24,Bay of Angels,1963,https://boxd.it/fde,5
2024-08-25,The Umbrellas of Cherbourg,1964,https://boxd.it/22fK,5
2024-08-27,Weekend,1967,https://boxd.it/20Ac,5
2024-08-28,Le Bonheur,1965,https://boxd.it/xyk,5
2024-09-16,The Wolf of Wall Street,2013,https://boxd.it/3C1m,5
2024-09-21,Malignant,2021,https://boxd.it/mViE,5
2024-09-24,The Red Shoes,1948,https://boxd.it/1EXI,5
2024-09-24,The Virgin Suicides,1999,https://boxd.it/28JG,5
2024-09-26,Spartacus,1960,https://boxd.it/29bq,5
2024-09-27,F for Fake,1973,https://boxd.it/VxA,5
2024-09-30,Minority Report,2002,https://boxd.it/2aWi,5
2024-10-05,Fear City,1984,https://boxd.it/1Gv2,5
2024-10-06,Jacob's Ladder,1990,https://boxd.it/270g,5
2024-10-08,Seconds,1966,https://boxd.it/1Dbe,5
2024-10-09,Melancholia,2011,https://boxd.it/bPI,5
2024-10-10,Bad Lieutenant: Port of Call – New Orleans,2009,https://boxd.it/1TcW,5
2024-10-14,Somewhere,2010,https://boxd.it/14du,5
2024-10-15,Marie Antoinette,2006,https://boxd.it/27Wa,5
2024-10-17,The Man Who Shot Liberty Valance,1962,https://boxd.it/1Tdg,5
2024-10-19,Anora,2024,https://boxd.it/Egcw,5
2024-10-24,Boarding Gate,2007,https://boxd.it/1Nug,5
2024-10-26,My First Film,2024,https://boxd.it/DNCq,5
2024-10-27,Red Rocket,2021,https://boxd.it/sGpi,5
2024-10-28,All About Lily Chou-Chou,2001,https://boxd.it/1JP0,5
2024-11-05,Irma Vep,1996,https://boxd.it/1vYs,5
2024-11-08,Bullets Over Broadway,1994,https://boxd.it/1TYQ,5
2024-11-17,Shattered Glass,2003,https://boxd.it/1PXa,5
2024-11-18,Chinese Roulette,1976,https://boxd.it/1b2I,5
2024-11-18,China Girl,1987,https://boxd.it/Lhi,5
2024-11-21,"Girl, Interrupted",1999,https://boxd.it/25ds,5
2024-11-25,The Counselor,2013,https://boxd.it/3G6K,5
2024-11-27,Juror #2,2024,https://boxd.it/FRwU,5
2024-11-28,Breathless,1983,https://boxd.it/295W,5
2024-11-29,On the Rocks,2020,https://boxd.it/l8aY,5
2024-11-30,Blood Work,2002,https://boxd.it/1Yl0,5
2024-12-01,The People vs. Larry Flynt,1996,https://boxd.it/28rs,5
2024-12-02,Reality Bites,1994,https://boxd.it/26iI,5
2024-12-02,Coup de Chance,2023,https://boxd.it/ws60,5
2024-12-03,Breathe,2014,https://boxd.it/87L4,5
2024-12-04,Y Tu Mamá También,2001,https://boxd.it/28QM,5
2024-12-06,Michael Clayton,2007,https://boxd.it/2466,5
2024-12-06,Elle,2016,https://boxd.it/bdhq,5
2024-12-07,The Piano Teacher,2001,https://boxd.it/2886,5
2024-12-07,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/24GI,5
2024-12-09,Ran,1985,https://boxd.it/1Tlu,5
2024-12-10,Hollow Man,2000,https://boxd.it/1YP0,5
2024-12-11,The Rules of Attraction,2002,https://boxd.it/286Y,5
2024-12-14,Black Book,2006,https://boxd.it/1Zea,5
2024-12-16,The Beautiful Person,2008,https://boxd.it/152W,5
2024-12-16,Belle de Jour,1967,https://boxd.it/29Uq,5
2024-12-18,Shoot the Piano Player,1960,https://boxd.it/285w,5
2024-12-20,"White Hunter, Black Heart",1990,https://boxd.it/1oRY,5
2024-12-21,Jules and Jim,1962,https://boxd.it/28rM,5
2024-12-22,Anna,1967,https://boxd.it/Ppq,5
2024-12-26,A Perfect World,1993,https://boxd.it/1Yng,5
2024-12-26,Carry-On,2024,https://boxd.it/C0B2,5
2024-12-28,Absolute Power,1997,https://boxd.it/2bem,5
2024-12-28,Malice,1993,https://boxd.it/276o,5
2024-12-30,Candyman,1992,https://boxd.it/1Ys6,5
2025-01-05,Cutter's Way,1981,https://boxd.it/1iKW,5
2025-01-06,The Addiction,1995,https://boxd.it/1cZQ,5
2025-01-07,Welcome to New York,2014,https://boxd.it/5XhO,5
2025-01-10,Se7en,1995,https://boxd.it/29zs,5
2025-01-12,Thirteen,2003,https://boxd.it/1UPK,5
2025-01-14,Nights of Cabiria,1957,https://boxd.it/1F7e,5
2025-01-15,Lovely & Amazing,2001,https://boxd.it/EAi,5
2025-01-16,Zabriskie Point,1970,https://boxd.it/25Yy,5
2025-01-19,Opening Night,1977,https://boxd.it/1f4e,5
2025-01-19,Passion,2012,https://boxd.it/3G5W,5
2025-01-20,Sudden Manhattan,1996,https://boxd.it/3AX4,5
2025-01-20,Trust,1990,https://boxd.it/18Co,5
2025-01-21,The Piano,1993,https://boxd.it/29Kq,5
2025-01-23,Dark Waters,2019,https://boxd.it/kaYu,5
2025-01-24,2046,2004,https://boxd.it/29tu,5
2025-01-26,Natural Born Killers,1994,https://boxd.it/2aNg,5
2025-01-27,Millennium Mambo,2001,https://boxd.it/1Tzw,5
2025-01-30,The Rachel Papers,1989,https://boxd.it/Y8o,5
2025-01-31,A Perfect Murder,1998,https://boxd.it/27Ke,5
2025-02-02,Personal Shopper,2016,https://boxd.it/bkGM,5
2025-02-03,Companion,2025,https://boxd.it/F04o,5
2025-02-04,Big Girls Don't Cry... They Get Even,1991,https://boxd.it/LRg,5
2025-02-05,Simple Men,1992,https://boxd.it/JQq,5
2025-02-07,Red Rooms,2023,https://boxd.it/ym4c,5
2025-02-11,For Your Consideration,2006,https://boxd.it/1NmG,5
2025-02-12,Small Time Crooks,2000,https://boxd.it/1VVY,5
2025-02-13,The Book of Life,1998,https://boxd.it/1z78,5
2025-02-17,Tangerine,2015,https://boxd.it/9QRe,5
2025-02-19,Starlet,2012,https://boxd.it/3dvG,5
2025-03-03,Million Dollar Baby,2004,https://boxd.it/2bdI,5
2025-03-11,Citizen Kane,1941,https://boxd.it/71O,5
2025-03-13,Love & Pop,1998,https://boxd.it/2sv0,5
2025-03-16,Ishtar,1987,https://boxd.it/1Rny,5
2025-03-23,The Deep Blue Sea,2011,https://boxd.it/A4C,5
2025-03-24,The Heartbreak Kid,1972,https://boxd.it/11aM,5
2025-03-26,Crossing Delancey,1988,https://boxd.it/1rTS,5
2025-03-30,Malcolm X,1992,https://boxd.it/27WE,5
2025-04-03,Happiness,1998,https://boxd.it/1VEe,5
2025-04-05,The Immigrant,2013,https://boxd.it/4O2e,5
2025-04-06,The Lady from Shanghai,1947,https://boxd.it/251Q,5
2025-04-09,Priscilla,2023,https://boxd.it/Cz3k,5
2025-04-15,Welcome to the Dollhouse,1995,https://boxd.it/1TPO,5
2025-04-18,Storytelling,2001,https://boxd.it/1JYm,5
2025-04-19,Palindromes,2004,https://boxd.it/1QUc,5
2025-04-22,Life During Wartime,2009,https://boxd.it/13cq,5
2025-04-24,Trap,2024,https://boxd.it/D4nK,5
2025-04-24,Showdown in Little Tokyo,1991,https://boxd.it/1QHW,5
2025-04-28,The Graduate,1967,https://boxd.it/18Im,5
2025-04-28,You've Got Mail,1998,https://boxd.it/1Yye,5
2025-04-28,Elephant,2003,https://boxd.it/287i,5
2025-04-28,France,2021,https://boxd.it/mdP0,5
2025-04-28,Compliance,2012,https://boxd.it/2XNE,5
2025-04-28,Hard Eight,1996,https://boxd.it/20DU,5
2025-04-28,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/jLP8,5
2025-04-28,Asteroid City,2023,https://boxd.it/s3ds,5
2025-04-28,Limitless,2011,https://boxd.it/Aly,5
2025-04-29,The Hunted,2003,https://boxd.it/1VM8,5
2025-05-02,Prêt-à-Porter,1994,https://boxd.it/259U,5
2025-05-03,M*A*S*H,1970,https://boxd.it/29U6,5
2025-05-06,Spider-Man,2002,https://boxd.it/2a8i,5
2025-05-07,Spider-Man 2,2004,https://boxd.it/2a88,5
2025-05-09,Spider-Man 3,2007,https://boxd.it/2a7Y,5
2025-05-10,One Fine Morning,2022,https://boxd.it/s4Ta,5
2025-05-13,Last Summer,2023,https://boxd.it/uzY0,5
2025-05-16,The Shrouds,2024,https://boxd.it/AEZa,5
2025-05-21,Fat Girl,2001,https://boxd.it/2a6w,5
2025-05-25,Final Destination Bloodlines,2025,https://boxd.it/l5y4,5
2025-05-26,"Oslo, August 31st",2011,https://boxd.it/2xQC,5
2025-05-27,Prozac Nation,2001,https://boxd.it/1KxG,5
2025-06-02,Sister,2012,https://boxd.it/3tOE,5
2025-06-03,Crazy/Beautiful,2001,https://boxd.it/1VCW,5
2025-06-08,The Village,2004,https://boxd.it/21iS,5
2025-06-09,The Accountant²,2025,https://boxd.it/wOm0,5
2025-06-10,Civil War,2024,https://boxd.it/z1jW,5
2025-06-12,Full Metal Jacket,1987,https://boxd.it/2a1Q,5
2025-06-16,A Single Man,2009,https://boxd.it/1dx4,5
2025-06-17,The Searchers,1956,https://boxd.it/25HC,5
2025-06-17,"South Park: Bigger, Longer & Uncut",1999,https://boxd.it/1YAO,5
2025-06-18,Prime Cut,1972,https://boxd.it/1s7K,5
2025-06-19,The House That Jack Built,2018,https://boxd.it/dWO4,5
2025-06-20,Two Mules for Sister Sara,1970,https://boxd.it/1SMk,5
2025-06-21,Antichrist,2009,https://boxd.it/1Inu,5
2025-06-24,Christiane F.,1981,https://boxd.it/1YiA,5
2025-06-25,Touch of Evil,1958,https://boxd.it/28II,5
2025-06-26,Mahjong,1996,https://boxd.it/uku,5
2025-06-30,The Trial,1962,https://boxd.it/25Xg,5
2025-07-02,The Last Picture Show,1971,https://boxd.it/1weg,5
2025-07-07,Burn After Reading,2008,https://boxd.it/23BW,5
2025-07-08,Paper Moon,1973,https://boxd.it/1Ud2,5
2025-07-12,Lilya 4-ever,2002,https://boxd.it/1SyW,5
2025-07-14,Certain Women,2016,https://boxd.it/bk7W,5
2025-07-16,Female Perversions,1996,https://boxd.it/2kii,5
2025-07-19,La Cérémonie,1995,https://boxd.it/287C,5
2025-07-24,Céline and Julie Go Boating,1974,https://boxd.it/1sGA,5
2025-07-27,"Sorry, Baby",2025,https://boxd.it/JKNi,5
2025-07-29,Out of Sight,1998,https://boxd.it/28R6,5
2025-08-01,Bonjour Tristesse,1958,https://boxd.it/27OK,5
2025-08-03,We Need to Talk About Kevin,2011,https://boxd.it/2pTS,5
2025-08-05,The Fire Within,1963,https://boxd.it/26AM,5
2025-08-07,Zazie dans le Métro,1960,https://boxd.it/26Co,5
2025-08-10,Hiroshima Mon Amour,1959,https://boxd.it/22WY,5
2025-08-23,Le Beau Serge,1958,https://boxd.it/22Vm,5
2025-08-29,Bullet in the Head,1990,https://boxd.it/1SNs,5
2025-09-05,Nashville,1975,https://boxd.it/25GE,5
2025-09-06,The Exorcist,1973,https://boxd.it/1Yoo,5
2025-09-17,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,5
2025-09-29,Running on Empty,1988,https://boxd.it/1How,5
2025-09-30,Midnight Run,1988,https://boxd.it/1ZnQ,5
2025-10-01,Wiener-Dog,2016,https://boxd.it/aD3M,5
2025-10-06,The Battle of Algiers,1966,https://boxd.it/1IRY,5
2025-10-07,One Battle After Another,2025,https://boxd.it/DUHM,5
2025-10-08,Irreversible,2002,https://boxd.it/29as,5
2025-10-08,Avatar: The Way of Water,2022,https://boxd.it/2E2E,5
2025-10-25,Roofman,2025,https://boxd.it/LcIW,5
2025-10-26,Funny Games,2007,https://boxd.it/207a,5
2025-10-28,Shivers,1975,https://boxd.it/1rPG,5
2025-10-29,Something's Gotta Give,2003,https://boxd.it/21gC,5
2025-11-01,The Mastermind,2025,https://boxd.it/Q7ge,5
2025-11-08,Sentimental Value,2025,https://boxd.it/GwcG,5
2025-11-10,Predator: Badlands,2025,https://boxd.it/LeK6,5
2025-11-27,After the Hunt,2025,https://boxd.it/Mdra,5
2025-12-06,Side Effects,2013,https://boxd.it/3GA6,5
2025-12-09,Proof,2005,https://boxd.it/1XPI,5
2025-12-20,The Housemaid,2025,https://boxd.it/QFEO,5
2025-12-21,Drowning by Numbers,1988,https://boxd.it/1rYe,5
2025-12-23,Marty Supreme,2025,https://boxd.it/Off0,5
2025-12-26,The 15:17 to Paris,2018,https://boxd.it/gatS,5
2025-12-28,Catch Me If You Can,2002,https://boxd.it/29VS,5
2025-12-30,Dark Horse,2011,https://boxd.it/2VCY,5
2026-01-02,J. Edgar,2011,https://boxd.it/38B0,5
2026-01-03,Demonlover,2002,https://boxd.it/1xz0,5
2026-01-03,New Rose Hotel,1998,https://boxd.it/1BVY,5
2026-01-06,Mrs. Hyde,2017,https://boxd.it/fSWi,5
2026-01-12,The Soft Skin,1964,https://boxd.it/28eI,5
2026-01-13,Chloe,2009,https://boxd.it/1pZk,5
2026-01-19,A New Leaf,1971,https://boxd.it/19FS,5
2026-01-26,Bringing Up Baby,1938,https://boxd.it/29ks,5
2026-01-28,"What's Up, Doc?",1972,https://boxd.it/21iy,5
2026-01-30,Bigger Than Life,1956,https://boxd.it/1uB8,5
2026-02-05,Frenzy,1972,https://boxd.it/2a62,5
2026-02-12,3 Women,1977,https://boxd.it/YPs,5
2026-02-17,Bonnie and Clyde,1967,https://boxd.it/2ajg,5
2026-04-02,Send Help,2026,https://boxd.it/JuhA,5
2026-04-06,The Ladies Man,1961,https://boxd.it/1pPE,5
2026-04-19,Sibyl,2019,https://boxd.it/kum6,5
2026-04-20,Roommates,2026,https://boxd.it/WcPU,5
2026-04-25,Unfaithful,2002,https://boxd.it/275A,5
2026-04-27,Sea of Love,1989,https://boxd.it/1Sq4,5
2026-05-04,Loulou,1980,https://boxd.it/13Jk,5
2026-05-06,Love,2015,https://boxd.it/9brE,5
2026-05-19,They All Laughed,1981,https://boxd.it/1i7g,5
2026-05-21,Body Heat,1981,https://boxd.it/1O9S,5
2026-07-07,Eddington,2025,https://boxd.it/o6MC,5
2026-07-24,The Invite,2026,https://boxd.it/zRNY,5
